,US_Mkt_RF,US_SMB,US_HML,US_RMW,US_CMA,US_MOM,US_RF,DEV_Mkt_RF,DEV_SMB,DEV_HML,DEV_RMW,DEV_CMA,DEV_MOM,DEV_RF,EM_Mkt_RF,EM_SMB,EM_HML,EM_RMW,EM_CMA,EM_MOM,EM_RF
2017-06-30,0.0078000000000000005,0.0252,0.015,-0.0226,0.0004,-0.001,0.0006,0.0034999999999999996,0.0138,0.0118,-0.01,0.0027,0.0131,0.0006,0.0070999999999999995,-0.004699999999999999,-0.0018,0.0121,-0.0084,0.0327,0.0006
2017-07-31,0.018799999999999997,-0.016399999999999998,-0.0023,-0.0075,-0.0015,0.0163,0.0007000000000000001,0.0321,0.0027,0.02,-0.013999999999999999,0.0113,0.0154,0.0007000000000000001,0.0524,-0.0268,0.0054,-0.0017000000000000001,-0.012199999999999999,0.042800000000000005,0.0007000000000000001
2017-08-31,0.0018,-0.0183,-0.0213,0.002,-0.023799999999999998,0.0331,0.0009,0.0024,0.005600000000000001,-0.003,0.0115,0.0029,0.0132,0.0009,0.0196,-0.0091,0.0026,-0.0009,0.0048,0.0154,0.0009
2017-09-30,0.024900000000000002,0.047599999999999996,0.0315,-0.0154,0.0163,-0.013500000000000002,0.0009,0.0215,-0.0001,0.009899999999999999,-0.0053,0.005600000000000001,0.0086,0.0009,-0.0033,0.0124,-0.0034999999999999996,0.0087,-0.0103,0.011399999999999999,0.0009
2017-10-31,0.0225,-0.0191,0.0013,0.0092,-0.031400000000000004,0.0421,0.0009,0.0141,0.0004,-0.0005,0.0017000000000000001,-0.0009,0.0187,0.0009,0.032,-0.0079,0.004,0.0044,-0.0109,0.0195,0.0009
2017-11-30,0.031200000000000002,-0.0038,-0.0009,0.0319,-0.001,-0.009399999999999999,0.0008,0.0074,0.0012,-0.0018,0.005600000000000001,-0.0073,0.01,0.0008,0.0042,0.003,-0.0189,0.0006,-0.0033,0.0184,0.0008
2017-12-31,0.0106,-0.0105,0.0005,0.0073,0.0179,-0.0155,0.0009,0.0179,0.0168,0.0006,-0.0085,0.0026,-0.0066,0.0009,0.0353,0.0016,-0.0016,0.0034000000000000002,0.0055000000000000005,0.0024,0.0009
2018-01-31,0.0558,-0.0321,-0.0132,-0.0075,-0.0105,0.0408,0.0011,0.0472,0.0026,0.0018,-0.0091,0.0064,0.0232,0.0011,0.0764,-0.0166,0.0016,-0.009300000000000001,-0.0125,0.0126,0.0011
2018-02-28,-0.0364,0.0034000000000000002,-0.011000000000000001,0.0053,-0.0236,0.0368,0.0011,-0.043,0.0138,-0.0036,0.0096,-0.0048,0.0113,0.0011,-0.044500000000000005,0.0154,-0.0139,0.0022,0.0042,0.0102,0.0011
2018-03-31,-0.0235,0.0361,-0.0021,-0.0040999999999999995,0.0008,-0.012,0.0012,-0.0124,-0.0049,-0.0159,0.015600000000000001,-0.019299999999999998,-0.0052,0.0012,-0.015700000000000002,0.0166,-0.0232,0.012,-0.001,0.009000000000000001,0.0012
2018-04-30,0.0029,0.0089,0.0053,-0.0242,0.0124,0.0045000000000000005,0.0014000000000000002,0.0171,-0.0202,0.021400000000000002,-0.009000000000000001,0.0087,-0.0068000000000000005,0.0014000000000000002,-0.006500000000000001,0.0054,0.013999999999999999,-0.0078000000000000005,0.0148,-0.0044,0.0014000000000000002
2018-05-31,0.0263,0.0471,-0.031400000000000004,-0.019799999999999998,-0.0149,0.0391,0.0014000000000000002,-0.0173,0.0167,-0.0453,0.028300000000000002,-0.0219,0.024300000000000002,0.0014000000000000002,-0.030699999999999998,0.017,-0.023799999999999998,0.0092,-0.0191,0.03,0.0014000000000000002
2018-06-30,0.0049,0.0077,-0.0233,0.0083,0.002,-0.0226,0.0014000000000000002,-0.0151,-0.0128,-0.0103,0.0048,-0.006500000000000001,-0.010700000000000001,0.0014000000000000002,-0.0446,-0.0291,0.0012,0.0040999999999999995,0.0002,-0.0083,0.0014000000000000002
2018-07-31,0.032,-0.019299999999999998,0.0049,0.015300000000000001,0.0031,-0.0143,0.0016,0.0176,-0.023700000000000002,0.011200000000000002,-0.004699999999999999,0.005,-0.0167,0.0016,0.018000000000000002,-0.021400000000000002,0.030299999999999997,-0.0034000000000000002,0.021400000000000002,-0.0105,0.0016
2018-08-31,0.0346,0.006500000000000001,-0.0391,-0.0029,-0.025699999999999997,0.053,0.0016,-0.02,0.0063,-0.0337,0.0155,-0.0171,0.0191,0.0016,-0.0271,-0.0098,0.014499999999999999,-0.0072,0.0096,0.008100000000000001,0.0016
2018-09-30,0.0006,-0.024900000000000002,-0.016200000000000003,0.006500000000000001,0.013600000000000001,-0.0008,0.0015,0.0068000000000000005,-0.008100000000000001,0.016,-0.0045000000000000005,0.0078000000000000005,0.012199999999999999,0.0015,-0.013300000000000001,-0.0204,0.0203,-0.0121,0.0346,0.0075,0.0015
2018-10-31,-0.0764,-0.0438,0.0338,0.0103,0.036000000000000004,-0.0206,0.0019,-0.0872,-0.009899999999999999,0.019,-0.0034999999999999996,0.0232,-0.0226,0.0019,-0.08869999999999999,-0.0078000000000000005,0.0542,-0.013000000000000001,0.0356,-0.0165,0.0019
2018-11-30,0.0171,-0.008100000000000001,0.0036,-0.0060999999999999995,0.004,-0.013999999999999999,0.0018,-0.0015,0.0009,-0.0151,0.0086,-0.004699999999999999,-0.019,0.0018,0.0426,-0.0045000000000000005,-0.0092,0.0091,-0.024300000000000002,-0.0073,0.0018
2018-12-31,-0.0955,-0.0281,-0.0192,-0.0003,0.0024,0.0176,0.0019,-0.0527,-0.020099999999999996,0.018600000000000002,-0.002,0.0078000000000000005,0.0199,0.0019,-0.022400000000000003,0.0097,0.0199,-0.0076,0.0115,0.0015,0.0019
2019-01-31,0.0836,0.0291,-0.0039000000000000003,-0.0073,-0.0165,-0.0862,0.0021,0.0644,-0.008100000000000001,-0.015,0.014199999999999999,-0.009899999999999999,-0.0231,0.0021,0.0727,-0.0225,0.0005,0.0063,-0.0053,-0.022799999999999997,0.0021
2019-02-28,0.0342,0.0172,-0.026600000000000002,0.0016,-0.0154,0.005,0.0018,0.0233,-0.0068000000000000005,-0.018000000000000002,0.0031,-0.012,-0.0028000000000000004,0.0018,0.0014000000000000002,0.0092,-0.0127,0.0075,-0.0077,-0.0075,0.0018
2019-03-31,0.011000000000000001,-0.0352,-0.0414,0.0088,-0.009000000000000001,0.022400000000000003,0.0019,0.0039000000000000003,-0.0121,-0.0206,0.009399999999999999,-0.0067,0.0341,0.0019,0.008,0.0022,-0.0005,0.0078000000000000005,-0.0233,0.0178,0.0019
2019-04-30,0.0397,-0.0115,0.0213,0.0161,-0.0218,-0.0291,0.0021,0.0279,-0.0066,-0.0124,0.0014000000000000002,-0.0075,-0.0333,0.0021,0.0151,-0.0102,-0.0183,0.0031,-0.008,-0.013500000000000002,0.0021
2019-05-31,-0.0692,-0.015600000000000001,-0.0245,-0.0048,0.0176,0.0755,0.0021,-0.0478,0.011699999999999999,-0.0199,0.011000000000000001,0.0021,0.0675,0.0021,-0.0635,0.0189,0.0354,-0.013500000000000002,0.024700000000000003,0.0394,0.0021
2019-06-30,0.0692,0.0037,-0.0064,0.0089,-0.0042,-0.022400000000000003,0.0018,0.049800000000000004,-0.0258,-0.0042,0.0087,0.002,-0.0040999999999999995,0.0018,0.054000000000000006,-0.0177,0.0015,0.0124,-0.0046,0.0126,0.0018
2019-07-31,0.012199999999999999,-0.0182,0.005,-0.0013,0.0037,0.0292,0.0019,-0.0163,0.0067,-0.0096,0.0078000000000000005,-0.0075,0.004699999999999999,0.0019,-0.0183,-0.008100000000000001,-0.0167,0.0105,-0.009899999999999999,0.0060999999999999995,0.0019
2019-08-31,-0.0255,-0.0325,-0.04769999999999999,0.0053,-0.0062,0.0751,0.0016,-0.0252,-0.0127,-0.0226,0.0084,-0.0016,0.029900000000000003,0.0016,-0.0461,0.0011,-0.0215,-0.0074,-0.0012,0.0353,0.0016
2019-09-30,0.014199999999999999,0.0029,0.0676,0.0182,0.0338,-0.0674,0.0018,0.0239,-0.0042,0.031,-0.003,0.009899999999999999,-0.0326,0.0018,0.0196,-0.0028000000000000004,0.013999999999999999,0.021400000000000002,-0.0025,-0.0085,0.0018
2019-10-31,0.0207,0.0025,-0.0192,0.0043,-0.0103,0.0013,0.0015,0.032799999999999996,0.0034999999999999996,0.008,0.0098,-0.0084,-0.0095,0.0015,0.0378,-0.0132,-0.0073,-0.0016,-0.005600000000000001,0.014199999999999999,0.0015
2019-11-30,0.0387,0.0039000000000000003,-0.02,-0.016399999999999998,-0.011399999999999999,-0.0254,0.0012,0.0134,0.004,-0.0143,0.0088,-0.011899999999999999,-0.0001,0.0012,-0.004,-0.0161,0.009000000000000001,-0.005699999999999999,-0.0163,-0.001,0.0012
2019-12-31,0.0276,0.009899999999999999,0.0173,0.0005,0.011899999999999999,-0.0222,0.0014000000000000002,0.0339,0.0147,0.0072,-0.005699999999999999,-0.0026,0.0074,0.0014000000000000002,0.0691,-0.0075,0.0045000000000000005,0.026699999999999998,-0.0074,0.003,0.0014000000000000002
2020-01-31,-0.0009,-0.0437,-0.0622,-0.011899999999999999,-0.0219,0.0602,0.0013,-0.0232,-0.0089,-0.0292,0.0022,-0.0113,0.0329,0.0013,-0.0463,0.0202,-0.0297,0.0027,-0.018500000000000003,0.0342,0.0013
2020-02-29,-0.0815,0.0008,-0.0382,-0.0143,-0.0253,-0.0028000000000000004,0.0012,-0.0889,-0.022099999999999998,0.0055000000000000005,-0.0113,-0.0087,-0.0039000000000000003,0.0012,-0.0562,-0.0004,-0.0305,0.0143,-0.020499999999999997,0.0398,0.0012
2020-03-31,-0.1335,-0.0818,-0.1383,-0.0161,0.011899999999999999,0.0821,0.0012,-0.1392,-0.015600000000000001,-0.0735,0.0073,-0.0127,0.0721,0.0012,-0.1709,-0.0335,-0.0689,0.0194,-0.015,0.0625,0.0012
2020-04-30,0.1358,0.025699999999999997,-0.0134,0.0276,-0.0102,-0.0548,0.0,0.0711,0.0338,-0.044199999999999996,0.0207,-0.041299999999999996,0.015,0.0,0.1008,0.0199,0.0045000000000000005,-0.0115,-0.0019,0.0076,0.0
2020-05-31,0.0559,0.0192,-0.05,0.0096,-0.0316,0.0016,0.0001,0.05,0.0217,-0.0537,0.03,-0.0333,0.011899999999999999,0.0001,0.0165,0.0127,-0.0316,-0.0301,-0.0138,0.0166,0.0001
2020-06-30,0.024399999999999998,0.0195,-0.0217,0.0014000000000000002,0.0055000000000000005,-0.0083,0.0001,0.0334,-0.0097,0.0029,-0.0109,-0.0103,0.022099999999999998,0.0001,0.073,0.0108,-0.0123,-0.0134,-0.0395,0.024900000000000002,0.0001
2020-07-31,0.0583,-0.0319,-0.0144,0.0038,0.0097,0.0771,0.0001,0.024700000000000003,0.0023,-0.0361,0.0063,-0.0184,0.0681,0.0001,0.0828,-0.0083,-0.0173,0.0129,-0.0246,0.0599,0.0001
2020-08-31,0.0762,-0.0089,-0.0302,0.042699999999999995,-0.0151,0.0046,0.0001,0.0584,0.0242,-0.0127,0.0083,-0.011399999999999999,-0.0216,0.0001,0.0255,0.018799999999999997,-0.0055000000000000005,-0.019,-0.0315,0.0058,0.0001
2020-09-30,-0.0364,-0.0001,-0.027200000000000002,-0.0138,-0.019299999999999998,0.0319,0.0001,-0.0206,0.0256,-0.0374,0.0177,-0.019299999999999998,0.0397,0.0001,-0.0172,0.0043,0.0025,0.008100000000000001,0.0108,0.0158,0.0001
2020-10-31,-0.0208,0.0467,0.0425,-0.0077,-0.005699999999999999,-0.031400000000000004,0.0001,-0.0337,0.0086,0.0032,0.0046,-0.0024,0.0012,0.0001,0.0166,-0.0218,-0.0046,-0.0005,-0.0053,0.0128,0.0001
2020-11-30,0.1244,0.0712,0.0209,-0.0225,0.0128,-0.1255,0.0001,0.1458,-0.0288,0.0524,-0.0064,0.0001,-0.1231,0.0001,0.1013,0.0097,0.060599999999999994,-0.024399999999999998,0.06480000000000001,-0.0842,0.0001
2020-12-31,0.0463,0.0493,-0.0168,-0.0197,-0.0006,-0.023700000000000002,0.0001,0.0513,0.020099999999999996,0.0021,0.0073,-0.002,0.0118,0.0001,0.07429999999999999,-0.019,0.013000000000000001,-0.006500000000000001,0.0414,0.0091,0.0001
2021-01-31,-0.0007000000000000001,0.0681,0.0322,-0.0365,0.049699999999999994,0.0431,0.0,-0.0091,0.0118,0.0086,-0.0154,0.003,0.0077,0.0,0.021099999999999997,-0.0089,-0.0438,0.0203,-0.039599999999999996,0.0703,0.0
2021-02-28,0.0281,0.045,0.07200000000000001,0.0033,-0.0199,-0.079,0.0,0.026099999999999998,0.009300000000000001,0.061799999999999994,-0.016200000000000003,0.0165,-0.0453,0.0,0.0206,0.0349,0.0431,-0.0168,0.0116,-0.0174,0.0
2021-03-31,0.0316,-0.0084,0.0735,0.0635,0.0352,-0.061200000000000004,0.0,0.026699999999999998,-0.0108,0.0404,0.0042,0.013000000000000001,-0.030299999999999997,0.0,-0.006500000000000001,0.0218,0.0433,0.009399999999999999,0.0355,-0.031400000000000004,0.0
2021-04-30,0.049699999999999994,-0.0316,-0.0102,0.024300000000000002,-0.027200000000000002,0.0123,0.0,0.0354,0.0054,-0.0217,0.009399999999999999,-0.018600000000000002,0.0276,0.0,0.0297,0.020499999999999997,0.0292,-0.0132,0.0059,0.0286,0.0
2021-05-31,0.0029,0.0127,0.0704,0.023399999999999997,0.0301,0.005600000000000001,0.0,0.0345,-0.0168,0.021,0.0072,0.0106,0.0,0.0,0.0242,0.0036,0.028999999999999998,0.0031,0.0085,-0.0018,0.0
2021-06-30,0.0273,-0.003,-0.0786,-0.021400000000000002,-0.009300000000000001,0.0207,0.0,-0.011000000000000001,0.0038,-0.0282,0.0115,-0.0097,-0.0034999999999999996,0.0,0.0060999999999999995,0.0292,0.002,-0.0096,0.0040999999999999995,0.038,0.0
2021-07-31,0.0134,-0.0455,-0.0179,0.055,-0.0059,-0.0218,0.0,0.006500000000000001,-0.0055000000000000005,-0.0068000000000000005,0.0218,-0.0121,0.0031,0.0,-0.0545,0.0278,0.037200000000000004,0.019299999999999998,0.02,0.0388,0.0
2021-08-31,0.029500000000000002,-0.0066,-0.0023,-0.0026,-0.0172,0.0263,0.0,0.0161,0.0079,-0.0213,-0.0011,-0.019,0.005600000000000001,0.0,0.0232,-0.0169,0.018500000000000003,0.0086,0.0194,0.011899999999999999,0.0
2021-09-30,-0.044000000000000004,0.011200000000000002,0.0512,-0.0192,0.02,0.0139,0.0,-0.0294,0.0088,0.0378,-0.0184,0.0146,0.0144,0.0,-0.031,0.0062,0.0338,-0.0025,0.0179,-0.006999999999999999,0.0
2021-10-31,0.0663,-0.027000000000000003,-0.0053,0.0171,-0.0154,0.0332,0.0,0.026000000000000002,-0.016,-0.0067,0.005600000000000001,-0.001,0.024399999999999998,0.0,0.0059,-0.0127,0.0007000000000000001,-0.0078000000000000005,-0.0038,0.0108,0.0
2021-11-30,-0.0158,-0.017,-0.0037,0.0719,0.017,0.0096,0.0,-0.0418,-0.0091,-0.0196,0.023700000000000002,-0.0126,0.0037,0.0,-0.035699999999999996,0.009399999999999999,-0.0121,0.0229,0.0039000000000000003,0.0196,0.0
2021-12-31,0.032400000000000005,-0.0078000000000000005,0.0325,0.048799999999999996,0.0429,-0.0239,0.0001,0.0387,-0.0127,0.0345,0.0063,0.0311,0.0027,0.0001,0.0239,0.011399999999999999,0.0395,0.0222,0.0264,0.0191,0.0001
2022-01-31,-0.061500000000000006,-0.0401,0.1286,0.0077,0.07730000000000001,-0.0242,0.0,-0.049,-0.023799999999999998,0.127,-0.044199999999999996,0.0617,-0.0358,0.0,-0.0217,-0.0264,0.0547,0.0008,0.0077,-0.0184,0.0
2022-02-28,-0.022799999999999997,0.0286,0.030600000000000002,-0.0203,0.030299999999999997,0.0166,0.0,-0.0203,0.015600000000000001,0.018000000000000002,0.0006,0.0208,-0.0022,0.0,-0.029300000000000003,0.002,0.0192,0.015600000000000001,0.0291,0.0437,0.0
2022-03-31,0.0308,-0.021099999999999997,-0.019,-0.015,0.0321,0.0294,0.0,0.0052,-0.0008,-0.0091,-0.0015,-0.005600000000000001,0.0339,0.0,-0.015700000000000002,0.0044,0.0291,-0.0113,0.011699999999999999,0.037000000000000005,0.0
2022-04-30,-0.0941,-0.0034999999999999996,0.061799999999999994,0.0341,0.0592,0.05,0.0,-0.0649,-0.0072,0.037200000000000004,0.0002,0.035699999999999996,0.0288,0.0,-0.0526,0.0055000000000000005,0.035,0.0038,0.017,0.0129,0.0
2022-05-31,-0.0033,-0.0003,0.08439999999999999,0.0155,0.0395,0.0254,0.0003,0.0111,-0.0149,0.045599999999999995,-0.0167,0.026600000000000002,0.0029,0.0003,0.0026,-0.0155,-0.0087,-0.0013,0.0166,-0.0008,0.0003
2022-06-30,-0.084,0.013300000000000001,-0.06,0.0176,-0.0458,0.0109,0.0006,-0.0925,-0.0005,-0.0048,0.009399999999999999,0.011399999999999999,0.0076,0.0006,-0.0677,0.0013,-0.009899999999999999,-0.0149,0.0039000000000000003,-0.025,0.0006
2022-07-31,0.09570000000000001,0.0178,-0.0415,0.0077,-0.06849999999999999,-0.0436,0.0008,0.0506,0.005600000000000001,-0.0639,0.028999999999999998,-0.0382,-0.0177,0.0008,0.0024,0.0078000000000000005,0.0147,0.0008,0.011899999999999999,0.0545,0.0008
2022-08-31,-0.0377,0.0149,0.0018,-0.0478,0.0132,0.018500000000000003,0.0019,-0.05,0.01,0.0311,-0.0178,0.0118,0.0401,0.0019,0.0075,0.0031,0.0087,-0.0236,0.004,0.0087,0.0019
2022-09-30,-0.0934,-0.0097,0.0003,-0.0137,-0.0077,0.036699999999999997,0.0019,-0.09759999999999999,-0.0161,0.0191,-0.0069,0.027999999999999997,0.0262,0.0019,-0.1076,0.002,0.038900000000000004,0.0016,0.0444,0.0481,0.0019
2022-10-31,0.0786,0.0181,0.0797,0.0327,0.0643,0.039,0.0023,0.0471,-0.023799999999999998,0.0064,0.016200000000000003,-0.0064,-0.0038,0.0023,-0.0199,0.0084,0.0359,-0.0060999999999999995,0.0305,0.0195,0.0023
2022-11-30,0.046900000000000004,-0.0275,0.0148,0.063,0.0315,-0.017,0.0029,0.11710000000000001,-0.020499999999999997,-0.0052,0.0031,-0.0091,-0.0348,0.0029,0.1255,-0.029500000000000002,-0.0347,0.0276,-0.0378,-0.0915,0.0029
2022-12-31,-0.0638,-0.0019,0.0134,0.0032,0.042800000000000005,0.049100000000000005,0.0033,-0.0105,0.0181,0.0366,-0.0131,0.022799999999999997,0.020499999999999997,0.0033,-0.0147,0.0176,-0.0032,-0.0033,-0.0051,-0.0227,0.0033
2023-01-31,0.0659,0.043899999999999995,-0.0394,-0.0242,-0.0443,-0.1617,0.0034999999999999996,0.0736,-0.0154,-0.004,-0.004,-0.0048,-0.048499999999999995,0.0034999999999999996,0.06269999999999999,-0.0031,-0.034300000000000004,0.027200000000000002,-0.0349,-0.0373,0.0034999999999999996
2023-02-28,-0.025699999999999997,0.0058,-0.008,0.0097,-0.0151,0.0055000000000000005,0.0034000000000000002,-0.028999999999999998,-0.006,0.0326,-0.0034999999999999996,0.016,0.0155,0.0034000000000000002,-0.0567,0.022099999999999998,0.0097,0.0073,0.0169,0.0253,0.0034000000000000002
2023-03-31,0.024900000000000002,-0.0689,-0.09050000000000001,0.0227,-0.021,-0.0235,0.0036,0.021,-0.020099999999999996,-0.0454,0.0231,-0.0025,0.0060999999999999995,0.0036,0.0227,-0.0217,-0.0126,0.0088,-0.0115,0.0143,0.0036
2023-04-30,0.0063,-0.025699999999999997,-0.0012,0.0242,0.0285,0.0176,0.0034999999999999996,0.0219,-0.018799999999999997,0.0151,-0.0101,0.0143,0.0034999999999999996,0.0034999999999999996,-0.0073,0.0152,0.050499999999999996,-0.0151,0.0332,0.0246,0.0034999999999999996
2023-05-31,0.0033,-0.0043,-0.0779,-0.0178,-0.0708,-0.0088,0.0036,-0.044500000000000005,0.0021,-0.011899999999999999,-0.005600000000000001,-0.0076,0.0104,0.0036,-0.014499999999999999,0.0072,0.0087,-0.0006,0.0105,0.0059,0.0036
2023-06-30,0.0646,0.0128,-0.0013,0.0232,-0.0154,-0.0269,0.004,0.0406,-0.0208,0.0187,0.0001,0.0027,0.0143,0.004,0.037200000000000004,0.0006,0.015700000000000002,-0.0060999999999999995,0.0034999999999999996,0.0089,0.004
2023-07-31,0.0321,0.0286,0.0406,-0.0059,0.0066,-0.0406,0.0045000000000000005,0.0259,0.0029,0.0318,-0.013000000000000001,0.005600000000000001,-0.013999999999999999,0.0045000000000000005,0.0533,-0.018000000000000002,0.0151,-0.0104,0.0097,0.0018,0.0045000000000000005
2023-08-31,-0.0236,-0.0365,-0.0115,0.0335,-0.0241,0.0378,0.0045000000000000005,-0.0426,0.0031,0.0174,0.0066,0.0178,0.0111,0.0045000000000000005,-0.0533,0.0217,0.009899999999999999,-0.0001,-0.009899999999999999,0.0259,0.0045000000000000005
2023-09-30,-0.052300000000000006,-0.0178,0.0149,0.0187,-0.0077,0.0033,0.0043,-0.04190000000000001,-0.005699999999999999,0.0466,-0.0018,0.0206,0.0022,0.0043,-0.0263,0.0023,0.032799999999999996,0.0086,0.0092,0.0033,0.0043
2023-10-31,-0.0315,-0.0403,0.002,0.0241,-0.0069,0.0167,0.004699999999999999,-0.046900000000000004,-0.0088,0.0091,0.0019,0.0132,0.011899999999999999,0.004699999999999999,-0.044199999999999996,0.0034000000000000002,0.0009,0.0096,0.0016,0.005,0.004699999999999999
2023-11-30,0.0888,-0.002,0.0167,-0.0373,-0.0108,0.0256,0.0044,0.0836,-0.0129,-0.0252,0.0070999999999999995,-0.031400000000000004,0.0118,0.0044,0.0732,-0.004,0.0015,0.0,-0.0051,0.0239,0.0044
2023-12-31,0.048600000000000004,0.0727,0.0489,-0.0297,0.0129,-0.0553,0.0043,0.0525,0.018500000000000003,-0.0076,0.0134,-0.010700000000000001,-0.0319,0.0043,0.0348,-0.0095,0.030899999999999997,0.0027,-0.0051,-0.008100000000000001,0.0043
2024-01-31,0.0073,-0.0572,-0.023799999999999998,0.0067,-0.0097,0.0542,0.004699999999999999,-0.0098,-0.0175,0.006500000000000001,0.004,-0.0019,0.043899999999999995,0.004699999999999999,-0.0455,0.0125,0.0588,0.006,-0.002,0.047400000000000005,0.004699999999999999
2024-02-29,0.0507,-0.008199999999999999,-0.034300000000000004,-0.0206,-0.0217,0.049,0.0042,0.0147,-0.0199,-0.0022,0.0046,-0.0175,0.0424,0.0042,0.0359,-0.0109,-0.0091,0.0039000000000000003,-0.0092,0.026000000000000002,0.0042
2024-03-31,0.028399999999999998,-0.0121,0.0416,0.013300000000000001,0.011399999999999999,-0.0032,0.0043,0.03,-0.0060999999999999995,0.04,-0.0113,0.0044,0.0132,0.0043,0.0121,-0.0319,-0.0067,0.0181,0.001,0.0044,0.0043
2024-04-30,-0.04650000000000001,-0.0259,-0.0045000000000000005,0.011399999999999999,-0.0031,-0.0043,0.004699999999999999,-0.0327,0.0001,0.0333,-0.0131,0.0147,-0.022099999999999998,0.004699999999999999,0.0012,0.013600000000000001,0.0337,-0.0025,0.0124,0.0083,0.004699999999999999
2024-05-31,0.0432,0.0059,-0.0131,0.0317,-0.0285,-0.0016,0.0044,0.0365,0.0019,0.0084,-0.0134,-0.0001,0.011399999999999999,0.0044,0.005699999999999999,-0.0067,0.0085,0.009000000000000001,0.011899999999999999,0.0144,0.0044
2024-06-30,0.027999999999999997,-0.0432,-0.0336,0.005600000000000001,-0.018000000000000002,0.0085,0.0040999999999999995,-0.024900000000000002,0.0016,-0.0174,0.008,-0.0018,0.0154,0.0040999999999999995,0.0252,-0.0118,0.0106,0.0235,-0.024700000000000003,0.0262,0.0040999999999999995
2024-07-31,0.012199999999999999,0.0834,0.0562,0.0026,0.0028000000000000004,-0.0235,0.0045000000000000005,0.027000000000000003,0.0151,0.0163,-0.0239,0.028399999999999998,-0.0068000000000000005,0.0045000000000000005,0.0004,-0.0015,0.0286,-0.015300000000000001,0.0111,-0.0069,0.0045000000000000005
2024-08-31,0.0161,-0.0355,-0.011000000000000001,0.0076,0.008199999999999999,0.0481,0.0048,0.0222,-0.0166,-0.019299999999999998,0.0154,-0.008100000000000001,0.0008,0.0048,0.0088,0.0,0.0007000000000000001,0.0097,-0.009000000000000001,0.0003,0.0048
2024-09-30,0.0173,-0.0092,-0.0277,0.002,-0.0029,-0.0062,0.004,0.012,0.0070999999999999995,0.0115,-0.016200000000000003,0.0098,-0.016,0.004,0.0542,0.0021,-0.02,-0.0109,-0.0045000000000000005,-0.0461,0.004
2024-10-31,-0.01,-0.0089,0.0086,-0.0148,0.0098,0.03,0.0039000000000000003,-0.052300000000000006,-0.0015,0.0203,-0.0174,0.0118,0.0227,0.0039000000000000003,-0.0403,0.0070999999999999995,-0.010700000000000001,0.0064,-0.0181,0.0339,0.0039000000000000003
2024-11-30,0.0649,0.045899999999999996,0.0015,-0.0231,-0.020499999999999997,0.01,0.004,-0.0064,-0.0023,0.0039000000000000003,-0.010700000000000001,0.0054,0.0325,0.004,-0.0339,0.013999999999999999,0.0151,0.0045000000000000005,0.0025,-0.0023,0.004
2024-12-31,-0.0315,-0.0383,-0.03,0.0189,-0.0121,-0.003,0.0037,-0.0275,0.0058,0.0203,0.0002,0.0004,-0.0051,0.0037,-0.0076,-0.0089,-0.0086,0.028399999999999998,-0.0118,0.0318,0.0037
2025-01-31,0.027999999999999997,-0.0123,0.0163,-0.0235,-0.032400000000000005,0.0096,0.0037,0.038900000000000004,-0.0286,-0.0073,-0.0007000000000000001,-0.0109,0.01,0.0037,0.006500000000000001,-0.0276,-0.008199999999999999,0.004699999999999999,-0.0213,-0.0141,0.0037
2025-02-28,-0.024300000000000002,-0.049100000000000005,0.049100000000000005,0.0108,0.030600000000000002,-0.008100000000000001,0.0033,0.012199999999999999,-0.014499999999999999,0.0379,-0.008199999999999999,0.013300000000000001,0.0068000000000000005,0.0033,-0.0066,-0.0015,-0.0181,-0.0259,0.0199,-0.0067,0.0033
2025-03-31,-0.0639,-0.0149,0.028999999999999998,0.021099999999999997,-0.004699999999999999,-0.028399999999999998,0.0034000000000000002,-0.0026,0.0181,0.048600000000000004,-0.0124,0.0286,0.0292,0.0034000000000000002,0.0019,-0.0152,0.0374,0.011000000000000001,0.0159,-0.0059,0.0034000000000000002
2025-04-30,-0.0084,-0.018600000000000002,-0.034,-0.0285,-0.026699999999999998,0.049699999999999994,0.0034999999999999996,0.0415,0.0051,-0.0235,0.0031,-0.0088,0.0184,0.0034999999999999996,0.010700000000000001,0.0003,0.0006,-0.013000000000000001,-0.0105,-0.0116,0.0034999999999999996
2025-05-31,0.060599999999999994,-0.0072,-0.0288,0.0129,0.025099999999999997,0.022099999999999998,0.0038,0.0472,0.0015,0.0073,0.0004,-0.0103,0.0101,0.0038,0.0455,0.0154,-0.0018,0.0055000000000000005,-0.0045000000000000005,0.013000000000000001,0.0038
2025-06-30,0.048600000000000004,-0.0002,-0.0161,-0.032,0.0144,-0.0264,0.0034000000000000002,0.027200000000000002,0.0191,0.0070999999999999995,-0.0051,-0.0028000000000000004,0.0033,0.0034000000000000002,0.054299999999999994,-0.005600000000000001,-0.0015,-0.0018,-0.0072,0.013600000000000001,0.0034000000000000002
2025-07-31,0.019799999999999998,-0.0015,-0.0127,-0.0029,-0.0207,-0.0097,0.0034000000000000002,-0.0178,0.019,0.0347,-0.0199,0.019,0.0042,0.0034999999999999996,0.0121,0.0011,-0.0060999999999999995,-0.0038,0.0021,-0.001,0.0034999999999999996
2025-08-31,0.018500000000000003,0.048799999999999996,0.044199999999999996,-0.0067,0.0208,-0.0354,0.0038,0.0424,0.0108,0.023399999999999997,-0.0023,0.0003,0.0072,0.0038,0.018000000000000002,0.0187,-0.0225,-0.0005,-0.0036,0.0235,0.0038
